timestamp,cpustatus
2018-04-25 23:50:15,  0.2
2018-04-25 23:50:20,  0.2
2018-04-25 23:50:25,  0.2
2018-04-25 23:50:30,  0.2
2018-04-25 23:50:35,  0.2
2018-04-25 23:50:40,  0.2
2018-04-25 23:50:45,  0.2
2018-04-25 23:50:50,  0.2
2018-04-25 23:50:55,  0.3
2018-04-25 23:51:00,  0.3
