timestamp,elapsedtime
2018/4/24 22:46," 670
"
2018/4/24 22:46," 463
"
2018/4/24 22:46," 546
"
2018/4/24 22:46," 320
"
2018/4/24 22:46," 887
"
2018/4/24 22:46," 400
"
2018/4/24 22:46," 842
"
2018/4/24 22:46," 589
"
2018/4/24 22:46," 427
"
2018/4/24 22:46," 368
"
